,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
315,salym,25.20732106534892,-21.608018973392888,73.18,86,100,7.23,SS,1654628622
316,bartica,86.91032067793498,20.335369700253608,55.29,43,0,6.22,BW,1654628622
317,waingapu,46.91662688546754,175.99144379740665,106.07,7,2,9.24,MR,1654628622
318,deputatskiy,-41.36138962867558,136.1801511113669,38.66,88,8,2.3,RU,1654628623
319,ilulissat,-42.55785040388541,145.2663858482402,60.21,84,74,9.44,JP,1654628432
320,mangrol,66.37233212721966,157.72887673967296,71.1,49,9,4.74,CD,1654628623
321,great falls,-7.901623144338416,107.32221469251624,67.66,65,12,4.25,AR,1654628623
322,najran,84.42983483988135,-90.23728390738283,76.19,74,99,18.84,US,1654628417
323,normandin,-78.10555919897689,33.34761891775125,46.9,44,5,8.46,RU,1654628624
324,rio grande,81.92094843494101,-165.74178757529774,78.91,79,75,8.05,US,1654628624
325,puerto el triunfo,-11.613409513855572,107.17735768822888,75.99,94,98,3.51,ID,1654628624
326,otjimbingwe,-69.11773803523488,142.0314312509097,67.19,50,91,17.4,AU,1654628626
327,seminole,54.61468215206969,-72.57039642359499,63.84,64,20,4,KR,1654628619
328,bodden town,-37.0739577828961,152.95279409825434,79.77,80,96,2.57,ID,1654628626
329,moorpark,4.1023811722369885,-102.41331748719968,75.02,50,0,11.43,SY,1654628626
330,pontes e lacerda,70.45754780574308,89.75374587652249,74.01,89,100,7.38,AO,1654628627
331,chumikan,34.797230861755395,18.074999232366594,41.36,97,4,6.44,RU,1654628627
332,talah,-22.181761555086496,-153.01198470074408,56.68,83,59,2.08,RU,1654628627
333,osuna,77.01425626040535,-11.248028366496527,78.82,75,100,10.87,US,1654628627
334,moron,81.56556221976746,176.1509003464887,40.44,69,21,6.76,RU,1654628628
335,lasa,33.898604676771,37.335788639305605,92.73,14,0,11.68,LY,1654628628
336,cermei,56.1179676660671,2.110308978581884,55.8,44,100,4,NZ,1654628435
337,coquimbo,62.60613030085909,-81.05907908702771,65.23,47,100,4.41,CA,1654628628
338,qaqortoq,0.6958916547140035,-75.0949914317154,71.26,55,1,11.1,RS,1654628628
339,malinovoye ozero,85.81631248187207,-59.567170656892046,79.93,79,11,2.57,ID,1654628629
340,santo tomas,-87.03310387664321,-114.31353105853151,55.08,82,16,5.06,RU,1654628629
341,gondanglegi,16.816679790923132,-121.3736964735644,65.1,86,12,5.01,MX,1654628629
342,palmer,71.39455047961945,24.863554747125164,92.62,45,0,14.03,IN,1654628630
343,peniche,13.144174098640008,-159.5445715596096,69.94,71,16,10.04,PE,1654628630
344,wau,89.90342904968375,-84.7193124885949,64.22,79,100,12.19,FR,1654628630
345,kang,76.18657509000482,147.49083087383082,78.33,89,89,4.41,CN,1654628630
346,atar,-40.32452583835732,-22.953235782745423,59.88,52,100,9.35,CA,1654628631
347,chunskiy,-84.88425719939637,29.467670183175954,76.48,89,76,3.15,PG,1654628484
348,nagato,-86.91217830129243,-125.47414267392051,83.23,27,5,7.83,ES,1654628631
349,manono,-70.74081104501268,-77.7955196394742,60.03,83,100,9.15,KE,1654628631
350,san vicente,-78.82363433182917,80.0127296382991,76.59,91,100,1.1,CN,1654628632
351,brigantine,36.59849815143353,89.327427500937,83.16,62,89,2.26,PE,1654628632
352,belaya gora,81.12675233881288,81.35101397817192,80.74,77,100,17.76,MM,1654628632
353,samusu,-14.492348718249374,14.492838014624482,75.45,81,0,12.66,EG,1654628632
354,hamilton,-47.38056652318249,-45.29723960169815,59.59,79,16,3.85,RU,1654628633
355,palu,47.04815235555017,-124.12000306173569,74.91,54,18,5.39,BR,1654628633
356,karratha,1.3741878293851357,-80.74826630173268,61.77,33,100,8.99,AR,1654628633
357,seoul,48.793213916545284,110.7459197019844,67.53,31,0,7.36,IN,1654628634
358,manggar,-50.924606810467814,-93.05707047414995,65.66,50,0,8.95,CN,1654628634
359,abu samrah,52.521280124635666,-69.79277257919057,64.42,45,53,7.67,AR,1654628634
360,soyo,-1.5731775150719756,-142.52984888045,67.05,62,70,3.29,UA,1654628634
361,sokur,-8.505680732950964,-178.1669238136922,79.83,97,100,1.77,CN,1654628424
362,tommot,-21.035013525230468,-92.39824983874422,54.86,66,100,7.61,AU,1654628635
363,bud,-68.87756900818766,-151.9762471314412,57.33,83,73,3,GB,1654628635
364,turukhansk,2.47621131220383,75.13760961845861,60.85,63,0,6.91,AU,1654628566
365,waddan,51.20155107624075,-30.656025724587096,71.33,69,61,6.53,PE,1654628635
366,dunedin,85.47978478497504,-36.82436228262489,50.14,85,100,8.59,IS,1654628636
367,outlook,22.027095812066364,48.776531495257046,59.72,41,14,3.78,RU,1654628392
368,petrovac,-59.813740891922414,-108.69932116783237,80.47,80,100,8.75,PG,1654628636
369,ternate,70.93899819801132,-130.01300631598627,91.17,29,0,5.77,SA,1654628636
370,lensk,-86.3791084898974,78.76618494102206,77.5,87,100,6.13,TH,1654628637
371,maneadero,-62.197607402728686,64.00553360602996,43.68,57,43,11.32,AR,1654628637
372,tanda,-69.94845900913639,-99.8342728624533,43.75,90,100,18.92,NO,1654628637
373,huarmey,2.1405589436130583,-167.68526387989272,65.89,77,100,2.91,PT,1654628637
374,vitre,-10.203556364494546,67.26578399440538,52.77,70,76,9.33,AU,1654628638
375,qiongshan,2.851385466627775,75.99280000010253,83.71,70,75,5.75,US,1654628638
376,gravelbourg,-85.01129910407153,120.94614056390526,47.32,66,97,6.38,RU,1654628638
377,vanimo,19.929722980822348,-167.09302095905863,54.72,96,100,1.97,CN,1654628639
378,pozoblanco,76.091997497161,-68.20992214781623,73,54,92,1.25,CD,1654628639
379,maralal,-39.09615225095929,114.6848930452395,84.74,27,100,7.76,ES,1654628639
380,yangjiang,83.29678656498018,19.16398690493267,84.16,71,100,8.99,US,1654628639
381,mazamari,-32.19456265228254,108.46870848478255,78.37,82,100,6.4,CI,1654628640
382,chauk,51.46398740939742,-126.7283452783542,89.47,43,40,13.8,MX,1654628574
383,damietta,23.631176607536005,-52.48518065781619,82.94,49,54,5.01,BR,1654628430
384,alekseyevka,18.87544672479848,-23.4789804302452,82.08,70,100,5.99,BR,1654628558
385,solovetskiy,-70.83120017016668,-69.85416404656968,52.7,89,100,3.85,RU,1654628640
386,santa isabel,-38.62911784750145,-48.28202827400514,76.55,91,31,2.84,ID,1654628640
387,venado tuerto,20.794627018303316,140.2918457236509,58.05,43,12,5.57,RU,1654628641
388,ginda,73.37018635833465,-112.79595756613,42.78,81,0,10.36,NO,1654628641
389,luancheng,13.28517995251137,170.82477044301567,84.85,64,40,4.61,US,1654628641
390,mercedes,-89.5555854218533,29.403112826080815,58.87,41,100,2.35,RU,1654628642
391,zolotonosha,-26.33843309328158,-35.724235040555016,47.07,97,100,13.78,RU,1654628642
392,zhaoqing,-8.88695513730265,146.77954545249753,73.96,91,90,5.66,GA,1654628642
393,port lincoln,-66.30397855130882,22.024092722801242,68.25,64,0,11.18,RU,1654628642
394,scarborough,-22.424686167502713,178.56802547755473,54.03,89,100,13.8,US,1654628643
395,port hedland,-23.92442816329006,67.44295227865084,72.81,57,40,10.36,US,1654628643
396,acari,-11.96068322105495,7.454378321674312,55.44,77,0,6.38,CN,1654628643
397,hofn,-18.973668001998576,73.4897163508873,65.53,97,100,2.98,IN,1654628644
398,batagay,27.013880598339952,-144.53343020089346,70.59,43,0,10.38,NA,1654628644
399,pakwach,46.06382360377802,-174.89898508905213,64.6,60,100,6.91,US,1654628588
400,lorengau,10.772356465347912,13.344128538339902,58.91,61,0,13.4,KZ,1654628644
401,mecca,-7.437687637911779,30.54089088914162,64.89,20,2,8.19,CN,1654628644
402,phibun mangsahan,18.27289117184884,-172.18700140299714,81.75,73,100,4.74,MV,1654628645
403,rio gallegos,35.07666373610682,-64.49230039403828,70.09,38,0,3.44,US,1654627983
404,finnsnes,-3.025742670017735,-105.92358524401861,71.91,61,18,14.09,MX,1654628645
405,areosa,-56.30611177470604,-40.64048921802734,91.71,20,99,13.89,ML,1654628645
406,port augusta,15.384861153471363,-28.178202905651034,70.12,83,100,1.23,CN,1654628646
407,rungata,83.4863540673741,76.41915188527844,45.66,76,100,10,JP,1654628646
408,rolla,44.01885635149293,-57.739412691267404,73.4,96,40,0,JP,1654628646
409,khatanga,43.51129227918929,36.02756736717288,59.7,76,0,3.83,AZ,1654628646
410,huinan,-5.326375944535741,71.42887754468583,93.56,14,0,0.83,IN,1654628647
411,lodja,3.498064116291104,54.93219115602244,68.92,68,10,7.38,KZ,1654628647
412,barbastro,89.9645328364235,69.80005859594678,84.29,79,75,6.91,OM,1654628647
413,havelock,-41.26902560580781,-23.87868460426978,77.07,25,100,1.52,CN,1654628648
414,tabou,-40.14251507453177,-166.71670882500715,75.9,90,90,3.04,PG,1654628648
415,los mochis,-12.678942692887887,39.70560252421856,81.41,67,100,22.28,VU,1654628648
416,vila velha,15.978482885077057,163.4988272584427,45.37,93,77,1.97,RU,1654628648
417,boa vista,-51.286107284815046,-23.651094925406113,55.45,67,14,6.17,FI,1654628649
418,kysyl-syr,-89.69610068283598,-121.75111979860537,85.1,76,13,16.69,AI,1654628649
419,kapasan,-59.8134887232669,-44.21002305079318,76.66,52,75,11.01,US,1654628611
420,verkhnyaya inta,10.187397027593207,140.9385647011993,75.54,67,4,8.79,BR,1654628649
421,vardo,14.1999463376239,-85.17777332346161,66.94,65,79,4.25,NO,1654628650
422,morehead,-36.26879924859266,85.92631861051882,43.11,66,92,19.95,NO,1654628373
423,batagay-alyta,61.58233425431109,94.61199654912332,80.38,60,0,6.91,US,1654628238
424,vokhma,-64.10859559727476,-23.70117191752186,40.21,48,100,1.07,RU,1654628650
425,gamba,69.02588775289328,97.74485687759454,95.23,16,46,4.97,MX,1654628650
426,samalaeulu,-29.29492008897629,2.7648976683365447,81.36,79,99,8.14,BR,1654628651
427,anapskaya,-33.98456189942998,56.885719353491055,53.46,47,0,25.32,AR,1654628651
428,kenai,5.209349964908938,-110.11930929481055,84.65,45,14,3.74,NG,1654628651
429,baraboo,59.05371518173715,102.75096175293578,78.4,80,65,15.97,SO,1654628651
430,yongan,-20.32379888251856,-124.71220409002606,71.67,41,75,12.66,US,1654628652
431,nongstoin,-87.06912036333868,-108.64859086405559,62.31,88,100,14.23,JP,1654628652
432,henties bay,-3.9228773807825377,170.96823654303904,73.96,64,0,6.91,ES,1654628652
433,rapid valley,-7.418442546039174,170.9050265716598,51.76,68,93,30.33,NO,1654628653
434,khromtau,-44.183841135346455,17.42937976913953,54.63,62,100,6.31,RU,1654628653
435,yumen,-48.50710232773418,159.24693046033167,79.47,78,96,9.71,SL,1654628653
436,yanan,46.7741296483224,-140.50074095372796,55.78,78,100,4.61,US,1654628653
437,kudahuvadhoo,28.467481602864666,-56.37409654678849,80.51,74,2,3,MX,1654627956
438,fairbanks,-19.955801679499373,-3.1992439659193224,87.31,37,0,5.75,US,1654628654
439,guerrero negro,-36.578879237977965,-22.111190823286194,77.9,50,9,6.17,YE,1654628654
440,tessalit,71.20831627426836,167.9815876346343,60.26,60,1,1.59,CN,1654628654
441,wenzhou,52.64237863867234,119.53549970643274,90.05,16,89,11.81,IR,1654628655
442,nemuro,44.992559021060146,43.7834335273117,57.07,38,96,21.56,AR,1654628544
443,gushikawa,-67.17651670434202,49.070978829100056,91.31,48,7,9.62,MX,1654628414
444,astara,7.097660825639977,-179.66165000178034,78.55,62,2,8.93,LY,1654628655
445,pawayan,75.0326435960998,46.13550501430615,52.05,98,100,13.29,RU,1654628533
446,fort-shevchenko,-38.768173713761776,33.581334967550276,74.46,90,98,2.73,ID,1654628440
447,salalah,-72.60558310132377,92.25163545689566,50.49,87,13,10.74,NZ,1654628656
448,shache,-25.006527520640574,163.75178338561994,43.09,81,0,0,RU,1654628656
449,aitape,-18.88240204859693,164.34339407013414,70.93,20,0,11.95,NA,1654628656
450,sola,55.2787815232075,-45.84886179615728,83.98,70,12,5.59,PH,1654628656
451,tokur,-32.522785459059605,-146.68547575972553,83.16,76,100,14.38,CO,1654628415
452,lieksa,-3.275457453114356,129.56100632842885,73.83,94,100,8.63,MM,1654628657
453,the valley,46.6856518023462,-75.06777577335589,52.23,65,69,11.83,RU,1654628657
454,portland,-21.137327750575665,107.2155387024855,55.17,96,100,5.1,MW,1654628419
455,caravelas,-1.5398774752036672,-150.54704903535028,40.41,67,100,9.82,CA,1654628657
456,olden,-71.35174088844181,-25.904275341675373,94.44,11,76,9.82,LY,1654628545
457,gravdal,-10.407041222948806,-150.03939643549413,64.09,74,56,4.92,CO,1654628430
458,douglas,-18.951519067577337,-150.03316387716467,72.27,52,98,1.34,CD,1654628658
459,kungurtug,23.427752394596666,-26.692787521628247,53.04,52,96,11.16,RU,1654628658
460,mapimi,-9.211998094104104,9.838453854191897,51.94,82,66,2.8,RU,1654628658
461,itarema,-4.166768113539391,34.813262280479535,84.43,52,100,1.99,US,1654628402
462,comodoro rivadavia,4.286880812809173,15.786713162729825,90.64,22,0,15.93,LY,1654628659
463,kontagora,40.03747146377998,108.6505606600893,84.38,49,25,6.2,VE,1654628659
464,kismayo,-1.9114383256520568,-120.7028428928825,89.91,57,44,5.53,YE,1654628462
465,billings,6.02713460878887,136.08997700272602,66.4,52,0,3,ZA,1654628659
466,katsuura,86.49385496257474,175.19443736597754,83.32,27,18,4.63,ES,1654628660
467,mahon,74.69739025819709,-69.5683738468697,93.99,52,40,6.91,US,1654628660
468,sistranda,48.75352758757748,-61.25361363572452,76.96,83,69,1.66,CI,1654628660
469,ust-kulom,-65.66720192940322,-71.49304932109035,78.03,85,99,3.33,ID,1654628660
470,bonthe,-30.256976918743213,133.00162516609925,59.68,68,0,13.53,AU,1654628661
471,homer,-54.49202121715623,65.78874203407312,89.62,61,94,7.65,MX,1654628661
472,cabo san lucas,-11.957529470100255,-128.32988544917689,78.75,90,100,6.6,VN,1654628661
473,laguna,7.365787385046147,-19.787219897101977,48.09,78,0,1.01,AU,1654628661
474,marzuq,71.50097087068812,-93.3334739317999,80.35,61,93,1.99,ES,1654628662
475,yuanping,-42.5309125293375,-169.34391398853435,94.12,39,1,14.36,IN,1654628662
476,tabas,-13.910101428057573,99.02709841076364,78.24,86,19,4.05,MY,1654628662
477,trelew,-40.125743360622735,153.44074446659465,76.19,84,8,7.74,ID,1654628663
478,ixtapa,-1.1014745599291729,47.15078351204201,85.19,55,26,8.7,VE,1654628663
479,misratah,45.855083423411315,54.2407819177142,84.76,76,20,5.75,US,1654628663
480,igra,11.874623288014135,136.6067188113031,77.86,63,97,5.23,CF,1654628663
481,balikpapan,62.190553886599815,-36.42883670284289,63.75,27,0,9.13,NA,1654628664
482,waipawa,11.392324116681351,-51.30885614903755,57.27,51,0,6.91,SE,1654628664
483,tsihombe,12.237637157780341,98.93402110810774,76.64,69,0,5.75,HR,1654628664
484,poykovskiy,65.29953831216079,14.923223824348867,98.98,16,46,6.8,ML,1654628664
485,arandis,22.605316447332243,-80.02305746205107,80.92,59,0,9.22,US,1654628665
486,ligayan,32.18477599044222,-162.36198532700914,71.01,37,20,5.75,US,1654628665
487,san andres,-12.279821424684414,28.055952525969445,86.05,70,75,18.41,MQ,1654628665
488,pyinmana,-29.641629195151737,-36.37320270476829,85.68,58,0,3.44,US,1654628666
489,ostrovnoy,-23.033788273890778,153.9810943617677,62.17,97,89,0.6,GE,1654628666
490,blantyre,38.19137329140395,117.5769057543111,44.62,83,100,8.9,AU,1654628666
491,aklavik,-51.987542757418396,-23.33782873983344,86.94,70,40,5.75,PA,1654628573
492,nalut,-66.77248765776125,-7.6923858816104485,78.64,82,31,3.24,ID,1654628667
493,chitaga,88.29390899537802,4.844318974300705,91.76,11,100,11.07,NE,1654628667
494,luebo,-16.59589704065428,-87.11079721340634,82.94,70,74,3.2,GT,1654628667
495,ous,42.078318658234195,-63.559752832699346,73.08,68,100,11.5,RE,1654628667
496,neryungri,-75.10493377102746,-11.650211229611557,41.29,89,62,5.5,RU,1654628668
497,ukiah,4.499095740793706,35.62904052348469,74.39,76,100,7.23,NC,1654628668
498,jalu,-17.494171568354105,-61.107345525007446,79.34,65,20,16.11,CV,1654628668
499,san cristobal,-41.344507772613326,-42.99758320258388,51.57,54,5,11.5,AU,1654628403
500,aden,16.538623738210916,-17.771799058704516,50.54,92,13,5.5,RU,1654628669
501,saldanha,59.590844899459825,104.48580977232234,79.77,90,100,0.83,BR,1654628669
502,albox,-47.94015365436429,-104.98749552030353,75.76,57,0,5.75,HR,1654628669
503,estelle,-8.835078829486179,-78.73659976755785,65.61,74,100,0.92,CN,1654628669
504,dimbokro,46.33327813790686,-44.008109646598626,54.7,92,100,3.98,RU,1654628670
505,besuki,74.12813936772017,-111.75899743183018,88.41,66,40,21.85,BB,1654628670
506,mackay,71.72580033266567,-59.90174764916712,50.95,60,26,6.87,MN,1654628670
507,celestun,-53.335703707247085,-42.65938820991559,84.6,75,75,9.22,US,1654628408
508,long xuyen,5.690977834958616,72.83825865183223,83.97,13,29,12.26,SD,1654628671
509,nelson bay,28.67363610926104,-126.24168263098535,94.32,17,100,9.19,NE,1654628671
510,soller,8.742627127021763,152.65262072569072,70.52,92,96,2.64,AU,1654628671
511,kadipur,-26.774153865572345,-163.5869313110881,87.82,53,100,7.54,MX,1654628671
512,tawau,-57.29483427021641,-172.9234382226552,48.27,92,100,8.93,NO,1654628672
513,kupang,-86.08584041382517,-156.46953429745906,68.63,99,100,2.26,IN,1654628672
514,upata,-89.24680585786436,154.83550505142927,75.29,94,100,2.66,PH,1654628672
515,sapulpa,-79.19192115494296,-103.18298434798751,63.73,82,97,8.66,BR,1654628673
516,kabo,76.8214419868329,-106.87687675626995,76.39,65,100,5.41,BR,1654628673
517,khorixas,-63.341147791395414,175.06184787903476,59.34,78,11,5.19,JP,1654628673
518,lulea,62.64914242373169,156.91707528763908,61.3,39,97,4.38,CA,1654628673
519,dubrovnik,-69.73140692467656,-9.952124341277113,81.81,73,98,9.01,IN,1654628674
520,araouane,29.055247372449287,79.85060897608435,62.31,49,77,14.9,AR,1654628546
521,makakilo city,63.656906178587576,-67.35440672450476,83.21,74,70,8.05,BR,1654628674
522,college,-16.835237369884084,104.05198214020464,83.89,68,100,8.9,MX,1654628674
523,le vauclin,-5.773143643616976,98.47074835815494,74.93,91,100,6.49,GA,1654628675
524,jasper,33.798594491223525,-122.95487714969107,45.55,69,47,8.21,RU,1654628675
525,khani,41.07262644960778,34.88257363146667,53.29,86,100,4.03,RU,1654628675
526,deniliquin,-68.3060219144603,13.852969656447641,72.75,54,75,3.44,US,1654628546
527,panama city,7.705979991760856,-98.4809900342214,84.31,62,0,11.32,PK,1654628676
528,sorong,40.865093616695816,151.9243623142857,64.89,77,41,2.19,CL,1654628493
529,agadez,49.66723344024794,82.70351954849252,93.85,76,40,10.36,US,1654628676
530,champerico,34.55642396210145,143.12318924006223,61.03,98,100,4.09,BR,1654628676
531,saint-pierre,-38.94349486211587,-69.68733559043966,74.1,92,100,8.05,AU,1654628441
532,okha,39.40214105243288,-35.86750334692621,79.68,81,100,6.53,ID,1654628677
533,poindimie,-19.25366896096358,-42.01295784246395,76.93,71,8,5.79,YT,1654628677
534,praia,-24.550844556474416,-50.07124300168741,96.46,16,6,5.68,IN,1654628677
535,mount isa,-31.985671056790864,96.6670525329655,61.57,93,25,0.63,GE,1654628677
536,solnechnyy,-78.50994046564111,-113.36257986423313,44.46,63,98,17.94,NO,1654628678
537,naftah,-28.385865406464376,141.84495699210225,77.2,84,96,17.07,KE,1654628678
538,maracacume,-40.87247957535832,-84.11325026232646,71.17,39,79,2.06,US,1654628485
539,pula,11.423089803789878,140.17043251977714,79.63,51,23,12.3,BO,1654628409
540,xichang,-89.74606736220055,-101.40732713144712,80.87,12,3,6.82,PK,1654628678
541,birobidzhan,-31.07326613342824,57.281011637667376,91.18,70,0,8.99,US,1654628679
542,bathsheba,-72.7469075934062,145.5162098889508,106.27,9,73,8.28,ML,1654628679
543,hovd,64.66553720392542,-157.73685585419148,50.45,85,100,2.73,RU,1654628679
544,half moon bay,54.57127531561605,154.4516149758502,43.18,93,0,3.44,AU,1654628679
545,kutum,-86.30710629199845,-28.6795258686889,76.62,90,11,2.13,PH,1654628680
546,tanout,19.873262152602337,109.65534454680409,80.04,69,45,6.31,NG,1654628680
547,kamenskoye,-14.871474827929262,-115.71621887838087,50.59,72,81,9.31,RU,1654628680
548,mareeba,39.30291680384255,-45.847285187008794,74.73,92,100,3.13,ID,1654628680
549,pochutla,-63.050124449505745,21.653464198130393,46.81,71,100,18.05,AU,1654628681
550,oksfjord,-48.24258253634986,-60.131673452566716,43.72,53,100,11.56,CA,1654628681
551,mahur,10.742782452803795,-2.896601890194063,79.14,100,20,6.91,LK,1654628681
552,ramon,-51.77204735561857,145.35366989288542,37.83,88,0,4.23,RU,1654628682
553,ahumada,-31.950865225424728,-66.36643594734291,77.09,92,15,4.47,PH,1654628682
554,cidreira,-40.94713843544819,73.28599114291598,82.89,56,0,6.49,IT,1654628682
555,japeri,-72.93038686529184,-28.019489822276967,65.32,81,51,2.06,RO,1654628683
556,owase,-12.699487708149121,55.74124847582459,73.17,64,93,2.82,AO,1654628683
557,la ronge,50.792189275899005,89.0407106273604,54.18,67,82,1.23,RU,1654628683
558,karaul,-7.836532378800058,-122.71042995703584,50.68,93,37,1.9,RU,1654628683
559,champua,9.308253483233955,3.603949701605103,82.94,66,100,2.33,MV,1654628684
560,necochea,41.661016844387206,117.76878387361506,59.09,93,87,19.53,IE,1654628684
561,nisia floresta,81.31342435588039,-141.58822729430597,73.81,56,99,3.36,BR,1654628684
562,babanusah,83.64659771283155,-137.7065486098657,48.22,89,100,4.07,RU,1654628685
563,tecoanapa,58.69074172899471,130.5313335304367,46.29,67,100,7.83,RU,1654628685
564,omboue,89.5634040688382,6.596685808967095,80.55,73,40,14.97,US,1654628685
565,gornopravdinsk,48.68056708007501,-59.496611181266644,64.74,43,100,5.7,CA,1654628686
566,vilyuysk,-1.0763846225422924,-60.404863305588975,82.98,62,40,11.99,US,1654628686
567,jackson,38.25613871265952,104.54647298404302,47.35,53,57,8.66,RU,1654628686
568,turbat,-28.57369323196383,-95.52888919305295,43.2,83,100,8.79,RU,1654628633
569,iquique,-39.61382585020141,26.253771807502403,45.97,80,100,4.14,RU,1654628686
570,carlsbad,-32.76288531674717,168.3485877792686,79.56,70,100,10.36,US,1654628676
571,pitanga,-53.24066587756337,-142.42403283796946,87.1,44,5,9.46,SA,1654628687
572,cairns,-43.59465612356612,-120.57977870692687,62.13,79,66,11.88,GB,1654628687
573,banda aceh,-30.54281804395015,25.930533352688116,61.61,32,59,6.22,CN,1654628687
574,chirongui,-60.03458231419871,37.18949107571643,78.8,84,100,4.68,VN,1654628432
